year,sport,country,countrycode,numeric,number_of_athletes,Bronze_medal_count,Silver_medal_count,Gold_medal_count,medal_count
2004,Weightlifting,Turkmenistan,TKM,795,1,0,0,0,0
2004,Weightlifting,Tunisia,TUN,788,2,0,0,0,0
2004,Weightlifting,Turkey,TUR,792,9,2,0,3,5
2004,Weightlifting,Taiwan,TWN,158,7,0,0,0,0
2004,Weightlifting,Uganda,UGA,800,1,0,0,0,0
2004,Weightlifting,Ukraine,UKR,804,9,0,1,1,2
2004,Weightlifting,United States,USA,840,5,0,0,0,0
2004,Weightlifting,Uzbekistan,UZB,860,3,0,0,0,0
2004,Weightlifting,Venezuela,VEN,862,3,1,0,0,1
2004,Weightlifting,Vietnam,VNM,704,1,0,0,0,0
2004,Weightlifting,Samoa,WSM,882,1,0,0,0,0
2004,Wrestling,Afghanistan,AFG,004,1,0,0,0,0
2004,Wrestling,Albania,ALB,008,1,0,0,0,0
2004,Wrestling,Armenia,ARM,051,7,0,0,0,0
2004,Wrestling,Australia,AUS,036,1,0,0,0,0
2004,Wrestling,Austria,AUT,040,3,0,0,0,0
2004,Wrestling,Azerbaijan,AZE,031,7,0,0,1,1
2004,Wrestling,Bulgaria,BGR,100,13,1,0,0,1
2004,Wrestling,Belarus,BLR,112,10,1,0,0,1
2004,Wrestling,Brazil,BRA,076,1,0,0,0,0
2004,Wrestling,Canada,CAN,124,7,0,1,0,1
2004,Wrestling,Switzerland,CHE,756,2,0,0,0,0
2004,Wrestling,China,CHN,156,9,0,0,1,1
2004,Wrestling,Colombia,COL,170,1,0,0,0,0
2004,Wrestling,Cuba,CUB,192,12,1,1,1,3
2004,Wrestling,Czechia,CZE,203,2,0,0,0,0
2004,Wrestling,Germany,DEU,276,9,0,0,0,0
2004,Wrestling,Denmark,DNK,208,1,0,0,0,0
2004,Wrestling,Dominican Republic,DOM,214,1,0,0,0,0
2004,Wrestling,Algeria,DZA,012,1,0,0,0,0
2004,Wrestling,Egypt,EGY,818,3,0,0,1,1
2004,Wrestling,Spain,ESP,724,2,0,0,0,0
2004,Wrestling,Estonia,EST,233,1,0,0,0,0
2004,Wrestling,Finland,FIN,246,2,0,1,0,1
2004,Wrestling,France,FRA,250,6,2,0,0,2
2004,Wrestling,United Kingdom,GBR,826,1,0,0,0,0
2004,Wrestling,Georgia,GEO,268,12,0,1,0,1
2004,Wrestling,Guinea-Bissau,GNB,624,1,0,0,0,0
2004,Wrestling,Greece,GRC,300,18,1,0,0,1
2004,Wrestling,Guam,GUM,316,1,0,0,0,0
2004,Wrestling,Hungary,HUN,348,9,0,0,1,1
2004,Wrestling,India,IND,356,7,0,0,0,0
2004,Wrestling,Iran,IRN,364,13,1,2,0,3
2004,Wrestling,Israel,ISR,376,3,0,0,0,0
2004,Wrestling,Italy,ITA,380,6,0,0,0,0
2004,Wrestling,Japan,JPN,392,13,3,1,2,6
2004,Wrestling,Kazakhstan,KAZ,398,12,1,2,0,3
2004,Wrestling,Kyrgyzstan,KGZ,417,8,0,0,0,0
2004,Wrestling,South Korea,KOR,410,9,0,1,1,2
2004,Wrestling,Lithuania,LTU,440,3,0,0,0,0
2004,Wrestling,Latvia,LVA,428,1,0,0,0,0
2004,Wrestling,Moldova,MDA,498,2,0,0,0,0
2004,Wrestling,North Macedonia,MKD,807,2,0,0,0,0
2004,Wrestling,Mongolia,MNG,496,6,0,0,0,0
2004,Wrestling,Namibia,NAM,516,1,0,0,0,0
2004,Wrestling,Nigeria,NGA,566,1,0,0,0,0
2004,Wrestling,Norway,NOR,578,1,0,0,0,0
2004,Wrestling,Peru,PER,604,1,0,0,0,0
2004,Wrestling,Palau,PLW,585,1,0,0,0,0
2004,Wrestling,Poland,POL,616,9,0,0,0,0
2004,Wrestling,Puerto Rico,PRI,630,1,0,0,0,0
2004,Wrestling,North Korea,PRK,408,1,0,0,0,0
2004,Wrestling,Portugal,PRT,620,1,0,0,0,0
2004,Wrestling,Romania,ROU,642,5,0,0,0,0
2004,Wrestling,Russia,RUS,643,18,3,2,5,10
2004,Wrestling,Senegal,SEN,686,1,0,0,0,0
2004,Wrestling,Slovakia,SVK,703,3,0,0,0,0
2004,Wrestling,Sweden,SWE,752,7,0,1,0,1
2004,Wrestling,Tajikistan,TJK,762,4,0,0,0,0
2004,Wrestling,Tunisia,TUN,788,1,0,0,0,0
2004,Wrestling,Turkey,TUR,792,12,2,1,0,3
2004,Wrestling,Ukraine,UKR,804,16,0,0,2,2
2004,Wrestling,United States,USA,840,17,2,3,1,6
2004,Wrestling,Uzbekistan,UZB,860,7,0,1,2,3
2004,Wrestling,Venezuela,VEN,862,2,0,0,0,0
2004,Wrestling,South Africa,ZAF,710,1,0,0,0,0
2008,Archery,Australia,AUS,036,8,0,0,0,0
2008,Archery,Bulgaria,BGR,100,1,0,0,0,0
2008,Archery,Belarus,BLR,112,2,0,0,0,0
2008,Archery,Brazil,BRA,076,1,0,0,0,0
2008,Archery,Bhutan,BTN,064,2,0,0,0,0
2008,Archery,Canada,CAN,124,7,0,0,0,0
2008,Archery,Switzerland,CHE,756,1,0,0,0,0
2008,Archery,China,CHN,156,12,3,3,1,7
2008,Archery,Colombia,COL,170,6,0,0,0,0
2008,Archery,Cuba,CUB,192,1,0,0,0,0
2008,Archery,Cyprus,CYP,196,1,0,0,0,0
2008,Archery,Czechia,CZE,203,2,0,0,0,0
2008,Archery,Germany,DEU,276,2,0,0,0,0
2008,Archery,Denmark,DNK,208,2,0,0,0,0
2008,Archery,Egypt,EGY,818,2,0,0,0,0
2008,Archery,Spain,ESP,724,1,0,0,0,0
2008,Archery,Finland,FIN,246,1,0,0,0,0
2008,Archery,France,FRA,250,8,3,0,0,3
2008,Archery,United Kingdom,GBR,826,12,0,0,0,0
2008,Archery,Georgia,GEO,268,2,0,0,0,0
2008,Archery,Greece,GRC,300,2,0,0,0,0
2008,Archery,Indonesia,IDN,360,2,0,0,0,0
2008,Archery,India,IND,356,7,0,0,0,0
2008,Archery,Iran,IRN,364,2,0,0,0,0
2008,Archery,Italy,ITA,380,12,0,3,0,3
2008,Archery,Japan,JPN,392,8,0,0,0,0
2008,Archery,Kazakhstan,KAZ,398,1,0,0,0,0
2008,Archery,South Korea,KOR,410,12,1,2,6,9
2008,Archery,Morocco,MAR,504,1,0,0,0,0
2008,Archery,Mexico,MEX,484,4,0,0,0,0
2008,Archery,Myanmar,MMR,104,1,0,0,0,0
2008,Archery,Mauritius,MUS,480,1,0,0,0,0
2008,Archery,Malaysia,MYS,458,6,0,0,0,0
2008,Archery,Philippines,PHL,608,1,0,0,0,0
2008,Archery,Poland,POL,616,12,0,0,0,0
2008,Archery,North Korea,PRK,408,2,0,0,0,0
2008,Archery,Portugal,PRT,620,1,0,0,0,0
2008,Archery,Qatar,QAT,634,1,0,0,0,0
2008,Archery,Romania,ROU,642,1,0,0,0,0
2008,Archery,Russia,RUS,643,8,1,0,0,1
2008,Archery,Sweden,SWE,752,1,0,0,0,0
2008,Archery,Tajikistan,TJK,762,1,0,0,0,0
2008,Archery,Turkey,TUR,792,2,0,0,0,0
2008,Archery,Taiwan,TWN,158,12,0,0,0,0
2008,Archery,Ukraine,UKR,804,8,0,0,1,1
2008,Archery,United States,USA,840,8,0,0,0,0
2008,Archery,Venezuela,VEN,862,1,0,0,0,0
2008,Archery,Samoa,WSM,882,1,0,0,0,0
2008,Archery,South Africa,ZAF,710,1,0,0,0,0
2008,Athletics,Afghanistan,AFG,004,2,0,0,0,0
2008,Athletics,Angola,AGO,024,1,0,0,0,0
2008,Athletics,Albania,ALB,008,2,0,0,0,0
2008,Athletics,Andorra,AND,020,2,0,0,0,0
2008,Athletics,United Arab Emirates,ARE,784,1,0,0,0,0
2008,Athletics,Argentina,ARG,032,11,0,0,0,0
2008,Athletics,Armenia,ARM,051,2,0,0,0,0
2008,Athletics,American Samoa,ASM,016,1,0,0,0,0
2008,Athletics,Antigua and Barbuda,ATG,028,4,0,0,0,0
2008,Athletics,Australia,AUS,036,45,1,2,1,4
2008,Athletics,Austria,AUT,040,3,0,0,0,0
2008,Athletics,Azerbaijan,AZE,031,2,0,0,0,0
2008,Athletics,Burundi,BDI,108,2,0,0,0,0
2008,Athletics,Belgium,BEL,056,21,0,4,1,5
2008,Athletics,Benin,BEN,204,2,0,0,0,0
2008,Athletics,Burkina Faso,BFA,854,2,0,0,0,0
2008,Athletics,Bangladesh,BGD,050,2,0,0,0,0
2008,Athletics,Bulgaria,BGR,100,18,0,0,0,0
2008,Athletics,Bahamas,BHS,044,22,1,6,0,7
2008,Athletics,Bosnia and Herzegovina,BIH,070,2,0,0,0,0
2008,Athletics,Belarus,BLR,112,49,2,3,1,6
2008,Athletics,Belize,BLZ,084,3,0,0,0,0
2008,Athletics,Bermuda,BMU,060,2,0,0,0,0
2008,Athletics,Bolivia,BOL,068,2,0,0,0,0
2008,Athletics,Brazil,BRA,076,49,4,0,1,5
2008,Athletics,Barbados,BRB,052,4,0,0,0,0
2008,Athletics,Brunei,BRN,096,12,0,0,0,0
2008,Athletics,Botswana,BWA,072,7,0,0,0,0
2008,Athletics,Central African Republic,CAF,140,2,0,0,0,0
2008,Athletics,Canada,CAN,124,33,2,0,0,2
2008,Athletics,Switzerland,CHE,756,7,0,0,0,0
2008,Athletics,Chile,CHL,152,6,0,0,0,0
2008,Athletics,China,CHN,156,69,2,0,0,2
2008,Athletics,Côte d'Ivoire,CIV,384,1,0,0,0,0
2008,Athletics,Cameroon,CMR,120,5,0,0,1,1
2008,Athletics,Democratic Republic of the Congo,COD,180,2,0,0,0,0
2008,Athletics,Republic of the Congo,COG,178,2,0,0,0,0
2008,Athletics,Cook Islands,COK,184,2,0,0,0,0
2008,Athletics,Colombia,COL,170,15,0,0,0,0
2008,Athletics,Comoros,COM,174,2,0,0,0,0
2008,Athletics,Cabo Verde,CPV,132,1,0,0,0,0
2008,Athletics,Costa Rica,CRI,188,3,0,0,0,0
2008,Athletics,Cuba,CUB,192,48,2,2,1,5
2008,Athletics,Cayman Islands,CYM,136,2,0,0,0,0
2008,Athletics,Cyprus,CYP,196,6,0,0,0,0
2008,Athletics,Czechia,CZE,203,30,0,0,1,1
2008,Athletics,Germany,DEU,276,55,1,0,0,1
2008,Athletics,Djibouti,DJI,262,2,0,0,0,0
2008,Athletics,Dominica,DMA,212,2,0,0,0,0
2008,Athletics,Denmark,DNK,208,3,0,0,0,0
2008,Athletics,Dominican Republic,DOM,214,7,0,0,0,0
2008,Athletics,Algeria,DZA,012,12,0,0,0,0
2008,Athletics,Ecuador,ECU,218,12,0,1,0,1
2008,Athletics,Egypt,EGY,818,4,0,0,0,0
2008,Athletics,Eritrea,ERI,232,11,0,0,0,0
2008,Athletics,Spain,ESP,724,55,0,0,0,0
2008,Athletics,Estonia,EST,233,14,0,0,1,1
2008,Athletics,Ethiopia,ETH,231,29,2,1,4,7
2008,Athletics,Finland,FIN,246,19,1,0,0,1
2008,Athletics,Fiji,FJI,242,2,0,0,0,0
2008,Athletics,France,FRA,250,51,1,1,0,2
2008,Athletics,Federated States of Micronesia,FSM,583,2,0,0,0,0
2008,Athletics,Gabon,GAB,266,2,0,0,0,0
2008,Athletics,United Kingdom,GBR,826,71,5,2,1,8
2008,Athletics,Georgia,GEO,268,2,0,0,0,0
2008,Athletics,Ghana,GHA,288,3,0,0,0,0
2008,Athletics,Guinea,GIN,324,2,0,0,0,0
2008,Athletics,Gambia,GMB,270,2,0,0,0,0
2008,Athletics,Guinea-Bissau,GNB,624,2,0,0,0,0
2008,Athletics,Equatorial Guinea,GNQ,226,2,0,0,0,0
2008,Athletics,Greece,GRC,300,33,1,0,0,1
2008,Athletics,Grenada,GRD,308,8,0,0,0,0
2008,Athletics,Guatemala,GTM,320,4,0,0,0,0
2008,Athletics,Guam,GUM,316,2,0,0,0,0
2008,Athletics,Guyana,GUY,328,3,0,0,0,0
2008,Athletics,Hong Kong,HKG,344,2,0,0,0,0
2008,Athletics,Honduras,HND,340,3,0,0,0,0
2008,Athletics,Croatia,HRV,191,10,0,1,0,1
2008,Athletics,Haiti,HTI,332,4,0,0,0,0
2008,Athletics,Hungary,HUN,348,20,0,0,0,0
2008,Athletics,Indonesia,IDN,360,2,0,0,0,0
2008,Athletics,India,IND,356,15,0,0,0,0
2008,Athletics,Ireland,IRL,372,17,0,0,0,0
2008,Athletics,Iran,IRN,364,6,0,0,0,0
2008,Athletics,Iraq,IRQ,368,2,0,0,0,0
2008,Athletics,Iceland,ISL,352,3,0,0,0,0
2008,Athletics,Israel,ISR,376,4,0,0,0,0
2008,Athletics,Italy,ITA,380,49,1,0,1,2
2008,Athletics,Jamaica,JAM,388,61,6,3,5,14
2008,Athletics,Jordan,JOR,400,2,0,0,0,0
2008,Athletics,Japan,JPN,392,51,0,4,0,4
2008,Athletics,Kazakhstan,KAZ,398,20,0,0,0,0
2008,Athletics,Kenya,KEN,404,37,5,4,6,15
2008,Athletics,Kyrgyzstan,KGZ,417,5,0,0,0,0
2008,Athletics,Cambodia,KHM,116,2,0,0,0,0
2008,Athletics,Kiribati,KIR,296,1,0,0,0,0
2008,Athletics,Saint Kitts and Nevis,KNA,659,6,0,0,0,0
2008,Athletics,South Korea,KOR,410,17,0,0,0,0
2008,Athletics,Kuwait,KWT,414,2,0,0,0,0
2008,Athletics,Laos,LAO,418,2,0,0,0,0
2008,Athletics,Lebanon,LBN,422,2,0,0,0,0
2008,Athletics,Liberia,LBR,430,4,0,0,0,0
2008,Athletics,Libya,LBY,434,2,0,0,0,0
2008,Athletics,Saint Lucia,LCA,662,3,0,0,0,0
2008,Athletics,Liechtenstein,LIE,438,1,0,0,0,0
2008,Athletics,Sri Lanka,LKA,144,2,0,0,0,0
2008,Athletics,Lesotho,LSO,426,4,0,0,0,0
2008,Athletics,Lithuania,LTU,440,18,1,0,0,1
2008,Athletics,Latvia,LVA,428,16,0,1,0,1
2008,Athletics,Morocco,MAR,504,27,1,1,0,2
2008,Athletics,Monaco,MCO,492,1,0,0,0,0
2008,Athletics,Moldova,MDA,498,14,0,0,0,0
2008,Athletics,Madagascar,MDG,450,2,0,0,0,0
2008,Athletics,Maldives,MDV,462,2,0,0,0,0
2008,Athletics,Mexico,MEX,484,24,0,0,0,0
2008,Athletics,Marshall Islands,MHL,584,2,0,0,0,0
2008,Athletics,North Macedonia,MKD,807,2,0,0,0,0
2008,Athletics,Mali,MLI,466,2,0,0,0,0
2008,Athletics,Malta,MLT,470,2,0,0,0,0
2008,Athletics,Myanmar,MMR,104,2,0,0,0,0
2008,Athletics,Montenegro,MNE,499,2,0,0,0,0
2008,Athletics,Mongolia,MNG,496,2,0,0,0,0
2008,Athletics,Mozambique,MOZ,508,1,0,0,0,0
2008,Athletics,Mauritania,MRT,478,2,0,0,0,0
2008,Athletics,Mauritius,MUS,480,3,0,0,0,0
2008,Athletics,Malawi,MWI,454,2,0,0,0,0
2008,Athletics,Malaysia,MYS,458,3,0,0,0,0
2008,Athletics,Namibia,NAM,516,5,0,0,0,0
2008,Athletics,Niger,NER,562,2,0,0,0,0
2008,Athletics,Nigeria,NGA,566,33,6,0,0,6
2008,Athletics,Nicaragua,NIC,558,2,0,0,0,0
2008,Athletics,Netherlands,NLD,528,15,0,0,0,0
2008,Athletics,Norway,NOR,578,11,0,1,1,2
2008,Athletics,Nepal,NPL,524,2,0,0,0,0
2008,Athletics,New Zealand,NZL,554,10,0,1,1,2
2008,Athletics,Oman,OMN,512,2,0,0,0,0
2008,Athletics,Pakistan,PAK,586,2,0,0,0,0
2008,Athletics,Panama,PAN,591,2,0,0,1,1
2008,Athletics,Peru,PER,604,3,0,0,0,0
2008,Athletics,Philippines,PHL,608,2,0,0,0,0
2008,Athletics,Palau,PLW,585,2,0,0,0,0
2008,Athletics,Papua New Guinea,PNG,598,2,0,0,0,0
2008,Athletics,Poland,POL,616,67,0,1,1,2
2008,Athletics,Puerto Rico,PRI,630,6,0,0,0,0
2008,Athletics,North Korea,PRK,408,6,0,0,0,0
2008,Athletics,Portugal,PRT,620,28,0,0,1,1
2008,Athletics,Paraguay,PRY,600,2,0,0,0,0
2008,Athletics,Palestine,PSE,275,2,0,0,0,0
2008,Athletics,Qatar,QAT,634,14,0,0,0,0
2008,Athletics,Romania,ROU,642,17,0,0,1,1
2008,Athletics,Russia,RUS,643,116,6,10,9,25
2008,Athletics,Rwanda,RWA,646,2,0,0,0,0
2008,Athletics,Saudi Arabia,SAU,682,8,0,0,0,0
2008,Athletics,Sudan,SDN,729,8,0,1,0,1
2008,Athletics,Senegal,SEN,686,3,0,0,0,0
2008,Athletics,Singapore,SGP,702,2,0,0,0,0
2008,Athletics,Solomon Islands,SLB,090,2,0,0,0,0
2008,Athletics,Sierra Leone,SLE,694,2,0,0,0,0
2008,Athletics,El Salvador,SLV,222,2,0,0,0,0
2008,Athletics,San Marino,SMR,674,1,0,0,0,0
2008,Athletics,Somalia,SOM,706,2,0,0,0,0
2008,Athletics,Serbia,SRB,688,10,0,0,0,0
2008,Athletics,São Tomé and Príncipe,STP,678,2,0,0,0,0
2008,Athletics,Suriname,SUR,740,2,0,0,0,0
2008,Athletics,Slovakia,SVK,703,18,0,0,0,0
2008,Athletics,Slovenia,SVN,705,18,0,0,1,1
2008,Athletics,Sweden,SWE,752,13,0,0,0,0
2008,Athletics,Eswatini,SWZ,748,2,0,0,0,0
2008,Athletics,Seychelles,SYC,690,2,0,0,0,0
2008,Athletics,Syria,SYR,760,2,0,0,0,0
2008,Athletics,Chad,TCD,148,2,0,0,0,0
2008,Athletics,Togo,TGO,768,1,0,0,0,0
2008,Athletics,Thailand,THA,764,12,0,0,0,0
2008,Athletics,Tajikistan,TJK,762,2,0,0,0,0
2008,Athletics,Turkmenistan,TKM,795,2,0,0,0,0
2008,Athletics,Timor-Leste,TLS,626,1,0,0,0,0
2008,Athletics,Tonga,TON,776,2,0,0,0,0
2008,Athletics,Trinidad and Tobago,TTO,780,29,0,1,5,6
2008,Athletics,Tunisia,TUN,788,5,0,0,0,0
2008,Athletics,Turkey,TUR,792,16,0,1,0,1
2008,Athletics,Tuvalu,TUV,798,2,0,0,0,0
2008,Athletics,Taiwan,TWN,158,3,0,0,0,0
2008,Athletics,Tanzania,TZA,834,7,0,0,0,0
2008,Athletics,Uganda,UGA,800,7,0,0,0,0
2008,Athletics,Ukraine,UKR,804,72,3,1,1,5
2008,Athletics,Uruguay,URY,858,3,0,0,0,0
2008,Athletics,United States,USA,840,138,6,10,16,32
2008,Athletics,Uzbekistan,UZB,860,13,0,0,0,0
2008,Athletics,Saint Vincent and the Grenadines,VCT,670,2,0,0,0,0
2008,Athletics,Venezuela,VEN,862,4,0,0,0,0
2008,Athletics,British Virgin Islands,VGB,092,2,0,0,0,0
2008,Athletics,U.S. Virgin Islands,VIR,850,3,0,0,0,0
2008,Athletics,Vietnam,VNM,704,2,0,0,0,0
2008,Athletics,Vanuatu,VUT,548,2,0,0,0,0
2008,Athletics,Samoa,WSM,882,2,0,0,0,0
2008,Athletics,Yemen,YEM,887,2,0,0,0,0
2008,Athletics,South Africa,ZAF,710,26,0,1,0,1
2008,Athletics,Zambia,ZMB,894,2,0,0,0,0
2008,Athletics,Zimbabwe,ZWE,716,7,0,0,0,0
2008,Badminton,Australia,AUS,036,6,0,0,0,0
2008,Badminton,Bulgaria,BGR,100,1,0,0,0,0
2008,Badminton,Belarus,BLR,112,1,0,0,0,0
2008,Badminton,Canada,CAN,124,4,0,0,0,0
2008,Badminton,Switzerland,CHE,756,2,0,0,0,0
2008,Badminton,China,CHN,156,20,5,3,4,12
2008,Badminton,Czechia,CZE,203,2,0,0,0,0
2008,Badminton,Germany,DEU,276,5,0,0,0,0
2008,Badminton,Denmark,DNK,208,11,0,0,0,0
2008,Badminton,Algeria,DZA,012,1,0,0,0,0
2008,Badminton,Egypt,EGY,818,1,0,0,0,0
2008,Badminton,Spain,ESP,724,2,0,0,0,0
2008,Badminton,Estonia,EST,233,2,0,0,0,0
2008,Badminton,Finland,FIN,246,2,0,0,0,0
2008,Badminton,France,FRA,250,2,0,0,0,0
2008,Badminton,United Kingdom,GBR,826,8,0,0,0,0
2008,Badminton,Guatemala,GTM,320,1,0,0,0,0
2008,Badminton,Hong Kong,HKG,344,3,0,0,0,0
2008,Badminton,Indonesia,IDN,360,13,1,2,2,5
2008,Badminton,India,IND,356,2,0,0,0,0
2008,Badminton,Ireland,IRL,372,2,0,0,0,0
2008,Badminton,Iran,IRN,364,1,0,0,0,0
2008,Badminton,Iceland,ISL,352,1,0,0,0,0
2008,Badminton,Italy,ITA,380,1,0,0,0,0
2008,Badminton,Japan,JPN,392,10,0,0,0,0
2008,Badminton,South Korea,KOR,410,15,2,2,2,6
2008,Badminton,Sri Lanka,LKA,144,1,0,0,0,0
2008,Badminton,Lithuania,LTU,440,2,0,0,0,0
2008,Badminton,Mexico,MEX,484,1,0,0,0,0
2008,Badminton,Mauritius,MUS,480,1,0,0,0,0
2008,Badminton,Malaysia,MYS,458,9,0,1,0,1
2008,Badminton,Nigeria,NGA,566,1,0,0,0,0
2008,Badminton,New Zealand,NZL,554,3,0,0,0,0
2008,Badminton,Peru,PER,604,1,0,0,0,0
2008,Badminton,Poland,POL,616,6,0,0,0,0
2008,Badminton,Portugal,PRT,620,2,0,0,0,0
2008,Badminton,Russia,RUS,643,2,0,0,0,0
2008,Badminton,Singapore,SGP,702,6,0,0,0,0
2008,Badminton,Slovakia,SVK,703,1,0,0,0,0
2008,Badminton,Slovenia,SVN,705,1,0,0,0,0
2008,Badminton,Sweden,SWE,752,1,0,0,0,0
2008,Badminton,Seychelles,SYC,690,2,0,0,0,0
2008,Badminton,Thailand,THA,764,4,0,0,0,0
2008,Badminton,Taiwan,TWN,158,4,0,0,0,0
2008,Badminton,Uganda,UGA,800,1,0,0,0,0
2008,Badminton,Ukraine,UKR,804,2,0,0,0,0
2008,Badminton,United States,USA,840,6,0,0,0,0
2008,Badminton,Vietnam,VNM,704,2,0,0,0,0
2008,Badminton,South Africa,ZAF,710,5,0,0,0,0
2008,Badminton,Zambia,ZMB,894,1,0,0,0,0
2008,Baseball,Canada,CAN,124,24,0,0,0,0
2008,Baseball,China,CHN,156,24,0,0,0,0
2008,Baseball,Cuba,CUB,192,24,0,24,0,24
2008,Baseball,Japan,JPN,392,24,0,0,0,0
2008,Baseball,South Korea,KOR,410,24,0,0,24,24
2008,Baseball,Netherlands,NLD,528,24,0,0,0,0
2008,Baseball,Taiwan,TWN,158,23,0,0,0,0
2008,Baseball,United States,USA,840,24,24,0,0,24
2008,Basketball,Angola,AGO,024,12,0,0,0,0
2008,Basketball,Argentina,ARG,032,12,12,0,0,12
2008,Basketball,Australia,AUS,036,24,0,12,0,12
2008,Basketball,Belarus,BLR,112,12,0,0,0,0
2008,Basketball,Brazil,BRA,076,12,0,0,0,0
2008,Basketball,China,CHN,156,24,0,0,0,0
2008,Basketball,Czechia,CZE,203,12,0,0,0,0
2008,Basketball,Germany,DEU,276,12,0,0,0,0
2008,Basketball,Spain,ESP,724,24,0,12,0,12
2008,Basketball,Greece,GRC,300,12,0,0,0,0
2008,Basketball,Croatia,HRV,191,12,0,0,0,0
2008,Basketball,Iran,IRN,364,12,0,0,0,0
2008,Basketball,South Korea,KOR,410,11,0,0,0,0
2008,Basketball,Lithuania,LTU,440,12,0,0,0,0
2008,Basketball,Latvia,LVA,428,12,0,0,0,0
2008,Basketball,Mali,MLI,466,12,0,0,0,0
2008,Basketball,New Zealand,NZL,554,12,0,0,0,0
2008,Basketball,Russia,RUS,643,24,12,0,0,12
2008,Basketball,United States,USA,840,24,0,0,24,24
2008,Beach Volleyball,Angola,AGO,024,2,0,0,0,0
2008,Beach Volleyball,Argentina,ARG,032,2,0,0,0,0
2008,Beach Volleyball,Australia,AUS,036,4,0,0,0,0
2008,Beach Volleyball,Austria,AUT,040,6,0,0,0,0
2008,Beach Volleyball,Belgium,BEL,056,2,0,0,0,0
2008,Beach Volleyball,Brazil,BRA,076,8,2,2,0,4
2008,Beach Volleyball,Switzerland,CHE,756,6,0,0,0,0
2008,Beach Volleyball,China,CHN,156,6,2,2,0,4
2008,Beach Volleyball,Cuba,CUB,192,4,0,0,0,0
2008,Beach Volleyball,Germany,DEU,276,8,0,0,0,0
2008,Beach Volleyball,Spain,ESP,724,2,0,0,0,0
2008,Beach Volleyball,Estonia,EST,233,2,0,0,0,0
2008,Beach Volleyball,Georgia,GEO,268,4,0,0,0,0
2008,Beach Volleyball,Greece,GRC,300,4,0,0,0,0
2008,Beach Volleyball,Italy,ITA,380,2,0,0,0,0
2008,Beach Volleyball,Japan,JPN,392,4,0,0,0,0
2008,Beach Volleyball,Latvia,LVA,428,2,0,0,0,0
2008,Beach Volleyball,Mexico,MEX,484,2,0,0,0,0
2008,Beach Volleyball,Netherlands,NLD,528,6,0,0,0,0
2008,Beach Volleyball,Norway,NOR,578,6,0,0,0,0
2008,Beach Volleyball,Russia,RUS,643,4,0,0,0,0
2008,Beach Volleyball,United States,USA,840,8,0,0,4,4
2008,Beach Volleyball,South Africa,ZAF,710,2,0,0,0,0
2008,Boxing,Argentina,ARG,032,1,0,0,0,0
2008,Boxing,Armenia,ARM,051,4,1,0,0,1
2008,Boxing,Australia,AUS,036,9,0,0,0,0
2008,Boxing,Azerbaijan,AZE,031,2,1,0,0,1
2008,Boxing,Bulgaria,BGR,100,2,0,0,0,0
2008,Boxing,Bahamas,BHS,044,1,0,0,0,0
2008,Boxing,Belarus,BLR,112,4,0,0,0,0
2008,Boxing,Brazil,BRA,076,6,0,0,0,0
2008,Boxing,Botswana,BWA,072,2,0,0,0,0
2008,Boxing,Central African Republic,CAF,140,1,0,0,0,0
2008,Boxing,Canada,CAN,124,1,0,0,0,0
2008,Boxing,China,CHN,156,10,1,1,2,4
2008,Boxing,Cameroon,CMR,120,3,0,0,0,0
2008,Boxing,Democratic Republic of the Congo,COD,180,1,0,0,0,0
2008,Boxing,Colombia,COL,170,5,0,0,0,0
2008,Boxing,Cuba,CUB,192,10,4,4,0,8
2008,Boxing,Germany,DEU,276,4,0,0,0,0
2008,Boxing,Dominican Republic,DOM,214,6,0,0,1,1
2008,Boxing,Algeria,DZA,012,7,0,0,0,0
2008,Boxing,Ecuador,ECU,218,3,0,0,0,0
2008,Boxing,Egypt,EGY,818,3,0,0,0,0
2008,Boxing,Spain,ESP,724,1,0,0,0,0
2008,Boxing,France,FRA,250,9,1,2,0,3
2008,Boxing,United Kingdom,GBR,826,7,2,0,1,3
2008,Boxing,Georgia,GEO,268,2,0,0,0,0
2008,Boxing,Ghana,GHA,288,6,0,0,0,0
2008,Boxing,Gambia,GMB,270,1,0,0,0,0
2008,Boxing,Greece,GRC,300,2,0,0,0,0
2008,Boxing,Grenada,GRD,308,1,0,0,0,0
2008,Boxing,Guatemala,GTM,320,1,0,0,0,0
2008,Boxing,Croatia,HRV,191,2,0,0,0,0
2008,Boxing,Haiti,HTI,332,1,0,0,0,0
2008,Boxing,Hungary,HUN,348,5,0,0,0,0
2008,Boxing,India,IND,356,5,1,0,0,1
2008,Boxing,Ireland,IRL,372,5,2,1,0,3
2008,Boxing,Iran,IRN,364,3,0,0,0,0
2008,Boxing,Italy,ITA,380,6,1,1,1,3
2008,Boxing,Japan,JPN,392,2,0,0,0,0
2008,Boxing,Kazakhstan,KAZ,398,10,1,0,1,2
2008,Boxing,Kenya,KEN,404,4,0,0,0,0
2008,Boxing,Kyrgyzstan,KGZ,417,1,0,0,0,0
2008,Boxing,South Korea,KOR,410,5,1,0,0,1
2008,Boxing,Sri Lanka,LKA,144,1,0,0,0,0
2008,Boxing,Lesotho,LSO,426,1,0,0,0,0
2008,Boxing,Lithuania,LTU,440,3,0,0,0,0
2008,Boxing,Morocco,MAR,504,10,0,0,0,0
